country,year,sex,age,suicides_no,population,gdp_for_year ($),gdp_per_capita ($),generation
Cyprus,2015,female,25-34 years,0-5,1e4-1e5,1e9-1e10,24500-25000,Millenials
Cyprus,2015,female,35-54 years,0-5,1e5-1e6,1e9-1e10,24500-25000,Generation X
Cyprus,2015,female,15-24 years,0-5,1e4-1e5,1e9-1e10,24500-25000,Millenials
Cyprus,2015,female,5-14 years,0-5,1e4-1e5,1e9-1e10,24500-25000,Generation Z
Cyprus,2015,female,75+ years,0-5,1e4-1e5,1e9-1e10,24500-25000,Silent
Cyprus,2015,male,5-14 years,0-5,1e4-1e5,1e9-1e10,24500-25000,Generation Z
Cyprus,2015,male,75+ years,0-5,1e4-1e5,1e9-1e10,24500-25000,Silent
Cyprus,2016,male,35-54 years,10-15,1e5-1e6,1e9-1e10,25000-25500,Generation X
Cyprus,2016,male,15-24 years,0-5,1e4-1e5,1e9-1e10,25000-25500,Millenials
Cyprus,2016,male,75+ years,0-5,1e4-1e5,1e9-1e10,25000-25500,Silent
Cyprus,2016,male,55-74 years,5-10,1e4-1e5,1e9-1e10,25000-25500,Boomers
Cyprus,2016,male,25-34 years,0-5,1e4-1e5,1e9-1e10,25000-25500,Millenials
Cyprus,2016,female,35-54 years,0-5,1e5-1e6,1e9-1e10,25000-25500,Generation X
Cyprus,2016,female,25-34 years,0-5,1e4-1e5,1e9-1e10,25000-25500,Millenials
Cyprus,2016,female,55-74 years,0-5,1e4-1e5,1e9-1e10,25000-25500,Boomers
Cyprus,2016,female,15-24 years,0-5,1e4-1e5,1e9-1e10,25000-25500,Millenials
Cyprus,2016,female,75+ years,0-5,1e4-1e5,1e9-1e10,25000-25500,Silent
Czech Republic,1990,male,75+ years,195-200,1e5-1e6,1e9-1e10,4000-4500,G.I. Generation
Czech Republic,1990,male,55-74 years,380-385,1e5-1e6,1e9-1e10,4000-4500,G.I. Generation
Czech Republic,1990,male,35-54 years,570-575,1e6-1e7,1e9-1e10,4000-4500,Silent
Czech Republic,1990,female,75+ years,125-130,1e5-1e6,1e9-1e10,4000-4500,G.I. Generation
Czech Republic,1990,male,25-34 years,175-180,1e5-1e6,1e9-1e10,4000-4500,Boomers
Czech Republic,1990,female,55-74 years,195-200,1e6-1e7,1e9-1e10,4000-4500,G.I. Generation
Czech Republic,1990,male,15-24 years,95-100,1e5-1e6,1e9-1e10,4000-4500,Generation X
Czech Republic,1990,female,35-54 years,145-150,1e6-1e7,1e9-1e10,4000-4500,Silent
Czech Republic,1990,female,25-34 years,50-55,1e5-1e6,1e9-1e10,4000-4500,Boomers
Czech Republic,1990,female,15-24 years,30-35,1e5-1e6,1e9-1e10,4000-4500,Generation X
Czech Republic,1990,male,5-14 years,0-5,1e5-1e6,1e9-1e10,4000-4500,Generation X
Czech Republic,1990,female,5-14 years,0-5,1e5-1e6,1e9-1e10,4000-4500,Generation X
Czech Republic,1991,male,75+ years,165-170,1e5-1e6,1e9-1e10,3000-3500,G.I. Generation
Czech Republic,1991,male,55-74 years,360-365,1e5-1e6,1e9-1e10,3000-3500,Silent
Czech Republic,1991,male,35-54 years,550-555,1e6-1e7,1e9-1e10,3000-3500,Boomers
Czech Republic,1991,female,75+ years,100-105,1e5-1e6,1e9-1e10,3000-3500,G.I. Generation
Czech Republic,1991,male,25-34 years,175-180,1e5-1e6,1e9-1e10,3000-3500,Boomers
Czech Republic,1991,female,55-74 years,170-175,1e6-1e7,1e9-1e10,3000-3500,Silent
Czech Republic,1991,male,15-24 years,115-120,1e5-1e6,1e9-1e10,3000-3500,Generation X
Czech Republic,1991,female,35-54 years,155-160,1e6-1e7,1e9-1e10,3000-3500,Boomers
Czech Republic,1991,female,25-34 years,40-45,1e5-1e6,1e9-1e10,3000-3500,Boomers
Czech Republic,1991,female,15-24 years,30-35,1e5-1e6,1e9-1e10,3000-3500,Generation X
Czech Republic,1991,male,5-14 years,10-15,1e5-1e6,1e9-1e10,3000-3500,Millenials
Czech Republic,1991,female,5-14 years,0-5,1e5-1e6,1e9-1e10,3000-3500,Millenials
Czech Republic,1992,male,75+ years,160-165,1e5-1e6,1e9-1e10,3500-4000,G.I. Generation
Czech Republic,1992,male,55-74 years,390-395,1e5-1e6,1e9-1e10,3500-4000,Silent
Czech Republic,1992,male,35-54 years,620-625,1e6-1e7,1e9-1e10,3500-4000,Boomers
Czech Republic,1992,female,75+ years,100-105,1e5-1e6,1e9-1e10,3500-4000,G.I. Generation
Czech Republic,1992,male,25-34 years,170-175,1e5-1e6,1e9-1e10,3500-4000,Boomers
Czech Republic,1992,female,55-74 years,160-165,1e6-1e7,1e9-1e10,3500-4000,Silent
Czech Republic,1992,male,15-24 years,120-125,1e5-1e6,1e9-1e10,3500-4000,Generation X
Czech Republic,1992,female,35-54 years,160-165,1e6-1e7,1e9-1e10,3500-4000,Boomers
Czech Republic,1992,female,25-34 years,50-55,1e5-1e6,1e9-1e10,3500-4000,Boomers
Czech Republic,1992,female,15-24 years,20-25,1e5-1e6,1e9-1e10,3500-4000,Generation X
Czech Republic,1992,male,5-14 years,5-10,1e5-1e6,1e9-1e10,3500-4000,Millenials
Czech Republic,1992,female,5-14 years,0-5,1e5-1e6,1e9-1e10,3500-4000,Millenials
Czech Republic,1993,male,75+ years,150-155,1e5-1e6,1e9-1e10,4000-4500,G.I. Generation
Czech Republic,1993,male,55-74 years,350-355,1e5-1e6,1e9-1e10,4000-4500,Silent
Czech Republic,1993,male,35-54 years,590-595,1e6-1e7,1e9-1e10,4000-4500,Boomers
Czech Republic,1993,female,75+ years,105-110,1e5-1e6,1e9-1e10,4000-4500,G.I. Generation
Czech Republic,1993,male,25-34 years,155-160,1e5-1e6,1e9-1e10,4000-4500,Boomers
Czech Republic,1993,male,15-24 years,135-140,1e5-1e6,1e9-1e10,4000-4500,Generation X
Czech Republic,1993,female,55-74 years,150-155,1e6-1e7,1e9-1e10,4000-4500,Silent
Czech Republic,1993,female,35-54 years,155-160,1e6-1e7,1e9-1e10,4000-4500,Boomers
Czech Republic,1993,female,25-34 years,45-50,1e5-1e6,1e9-1e10,4000-4500,Boomers
Czech Republic,1993,female,15-24 years,30-35,1e5-1e6,1e9-1e10,4000-4500,Generation X
Czech Republic,1993,male,5-14 years,10-15,1e5-1e6,1e9-1e10,4000-4500,Millenials
Czech Republic,1993,female,5-14 years,0-5,1e5-1e6,1e9-1e10,4000-4500,Millenials
Czech Republic,1994,male,75+ years,145-150,1e5-1e6,1e9-1e10,4500-5000,G.I. Generation
Czech Republic,1994,male,55-74 years,330-335,1e5-1e6,1e9-1e10,4500-5000,Silent
Czech Republic,1994,male,35-54 years,520-525,1e6-1e7,1e9-1e10,4500-5000,Boomers
Czech Republic,1994,female,75+ years,100-105,1e5-1e6,1e9-1e10,4500-5000,G.I. Generation
Czech Republic,1994,male,25-34 years,175-180,1e5-1e6,1e9-1e10,4500-5000,Boomers
Czech Republic,1994,male,15-24 years,145-150,1e5-1e6,1e9-1e10,4500-5000,Generation X
Czech Republic,1994,female,55-74 years,175-180,1e6-1e7,1e9-1e10,4500-5000,Silent
Czech Republic,1994,female,35-54 years,175-180,1e6-1e7,1e9-1e10,4500-5000,Boomers
Czech Republic,1994,female,25-34 years,40-45,1e5-1e6,1e9-1e10,4500-5000,Boomers
Czech Republic,1994,female,15-24 years,30-35,1e5-1e6,1e9-1e10,4500-5000,Generation X
Czech Republic,1994,male,5-14 years,10-15,1e5-1e6,1e9-1e10,4500-5000,Millenials
Czech Republic,1994,female,5-14 years,0-5,1e5-1e6,1e9-1e10,4500-5000,Millenials
Czech Republic,1995,male,75+ years,130-135,1e5-1e6,1e9-1e10,6000-6500,G.I. Generation
Czech Republic,1995,male,35-54 years,520-525,1e6-1e7,1e9-1e10,6000-6500,Boomers
Czech Republic,1995,male,55-74 years,275-280,1e5-1e6,1e9-1e10,6000-6500,Silent
Czech Republic,1995,female,75+ years,95-100,1e5-1e6,1e9-1e10,6000-6500,G.I. Generation
Czech Republic,1995,male,25-34 years,175-180,1e5-1e6,1e9-1e10,6000-6500,Generation X
Czech Republic,1995,male,15-24 years,160-165,1e5-1e6,1e9-1e10,6000-6500,Generation X
Czech Republic,1995,female,55-74 years,145-150,1e6-1e7,1e9-1e10,6000-6500,Silent
Czech Republic,1995,female,35-54 years,135-140,1e6-1e7,1e9-1e10,6000-6500,Boomers
Czech Republic,1995,female,15-24 years,30-35,1e5-1e6,1e9-1e10,6000-6500,Generation X
Czech Republic,1995,female,25-34 years,20-25,1e5-1e6,1e9-1e10,6000-6500,Generation X
Czech Republic,1995,male,5-14 years,5-10,1e5-1e6,1e9-1e10,6000-6500,Millenials
Czech Republic,1995,female,5-14 years,0-5,1e5-1e6,1e9-1e10,6000-6500,Millenials
Czech Republic,1996,male,75+ years,135-140,1e5-1e6,1e9-1e10,6500-7000,G.I. Generation
Czech Republic,1996,male,35-54 years,485-490,1e6-1e7,1e9-1e10,6500-7000,Boomers
Czech Republic,1996,male,55-74 years,265-270,1e5-1e6,1e9-1e10,6500-7000,Silent
Czech Republic,1996,female,75+ years,75-80,1e5-1e6,1e9-1e10,6500-7000,G.I. Generation
Czech Republic,1996,male,25-34 years,160-165,1e5-1e6,1e9-1e10,6500-7000,Generation X
Czech Republic,1996,male,15-24 years,140-145,1e5-1e6,1e9-1e10,6500-7000,Generation X
Czech Republic,1996,female,55-74 years,115-120,1e6-1e7,1e9-1e10,6500-7000,Silent
Czech Republic,1996,female,35-54 years,115-120,1e6-1e7,1e9-1e10,6500-7000,Boomers
Czech Republic,1996,female,25-34 years,25-30,1e5-1e6,1e9-1e10,6500-7000,Generation X
Czech Republic,1996,female,15-24 years,20-25,1e5-1e6,1e9-1e10,6500-7000,Generation X
Czech Republic,1996,male,5-14 years,5-10,1e5-1e6,1e9-1e10,6500-7000,Millenials
Czech Republic,1996,female,5-14 years,0-5,1e5-1e6,1e9-1e10,6500-7000,Millenials
Czech Republic,1997,male,75+ years,120-125,1e5-1e6,1e9-1e10,6000-6500,G.I. Generation
Czech Republic,1997,male,55-74 years,330-335,1e5-1e6,1e9-1e10,6000-6500,Silent
Czech Republic,1997,male,35-54 years,545-550,1e6-1e7,1e9-1e10,6000-6500,Boomers
Czech Republic,1997,male,25-34 years,160-165,1e5-1e6,1e9-1e10,6000-6500,Generation X
Czech Republic,1997,female,75+ years,60-65,1e5-1e6,1e9-1e10,6000-6500,G.I. Generation
Czech Republic,1997,male,15-24 years,135-140,1e5-1e6,1e9-1e10,6000-6500,Generation X
Czech Republic,1997,female,55-74 years,105-110,1e6-1e7,1e9-1e10,6000-6500,Silent
Czech Republic,1997,female,35-54 years,130-135,1e6-1e7,1e9-1e10,6000-6500,Boomers
Czech Republic,1997,female,25-34 years,30-35,1e5-1e6,1e9-1e10,6000-6500,Generation X
Czech Republic,1997,female,15-24 years,20-25,1e5-1e6,1e9-1e10,6000-6500,Generation X
Czech Republic,1997,male,5-14 years,0-5,1e5-1e6,1e9-1e10,6000-6500,Millenials
Czech Republic,1997,female,5-14 years,0-5,1e5-1e6,1e9-1e10,6000-6500,Millenials
Czech Republic,1998,male,75+ years,125-130,1e5-1e6,1e9-1e10,6500-7000,G.I. Generation
Czech Republic,1998,male,35-54 years,550-555,1e6-1e7,1e9-1e10,6500-7000,Boomers
Czech Republic,1998,male,55-74 years,275-280,1e5-1e6,1e9-1e10,6500-7000,Silent
Czech Republic,1998,male,25-34 years,175-180,1e5-1e6,1e9-1e10,6500-7000,Generation X
Czech Republic,1998,female,75+ years,60-65,1e5-1e6,1e9-1e10,6500-7000,G.I. Generation
Czech Republic,1998,male,15-24 years,125-130,1e5-1e6,1e9-1e10,6500-7000,Generation X
Czech Republic,1998,female,55-74 years,115-120,1e6-1e7,1e9-1e10,6500-7000,Silent
Czech Republic,1998,female,35-54 years,105-110,1e6-1e7,1e9-1e10,6500-7000,Boomers
Czech Republic,1998,female,15-24 years,30-35,1e5-1e6,1e9-1e10,6500-7000,Generation X
Czech Republic,1998,female,25-34 years,15-20,1e5-1e6,1e9-1e10,6500-7000,Generation X
Czech Republic,1998,male,5-14 years,0-5,1e5-1e6,1e9-1e10,6500-7000,Millenials
Czech Republic,1998,female,5-14 years,0-5,1e5-1e6,1e9-1e10,6500-7000,Millenials
Czech Republic,1999,male,75+ years,150-155,1e5-1e6,1e9-1e10,6500-7000,G.I. Generation
Czech Republic,1999,male,55-74 years,300-305,1e5-1e6,1e9-1e10,6500-7000,Silent
Czech Republic,1999,male,35-54 years,505-510,1e6-1e7,1e9-1e10,6500-7000,Boomers
Czech Republic,1999,male,25-34 years,170-175,1e5-1e6,1e9-1e10,6500-7000,Generation X
Czech Republic,1999,female,75+ years,65-70,1e5-1e6,1e9-1e10,6500-7000,G.I. Generation
Czech Republic,1999,male,15-24 years,140-145,1e5-1e6,1e9-1e10,6500-7000,Generation X
Czech Republic,1999,female,55-74 years,90-95,1e6-1e7,1e9-1e10,6500-7000,Silent
Czech Republic,1999,female,35-54 years,105-110,1e6-1e7,1e9-1e10,6500-7000,Boomers
Czech Republic,1999,female,25-34 years,30-35,1e5-1e6,1e9-1e10,6500-7000,Generation X
Czech Republic,1999,female,15-24 years,20-25,1e5-1e6,1e9-1e10,6500-7000,Generation X
Czech Republic,1999,male,5-14 years,0-5,1e5-1e6,1e9-1e10,6500-7000,Millenials
Czech Republic,1999,female,5-14 years,0-5,1e5-1e6,1e9-1e10,6500-7000,Millenials
Czech Republic,2000,male,75+ years,135-140,1e5-1e6,1e9-1e10,6000-6500,G.I. Generation
Czech Republic,2000,male,35-54 years,545-550,1e6-1e7,1e9-1e10,6000-6500,Boomers
Czech Republic,2000,male,55-74 years,290-295,1e5-1e6,1e9-1e10,6000-6500,Silent
Czech Republic,2000,male,25-34 years,170-175,1e5-1e6,1e9-1e10,6000-6500,Generation X
Czech Republic,2000,male,15-24 years,135-140,1e5-1e6,1e9-1e10,6000-6500,Generation X
Czech Republic,2000,female,75+ years,60-65,1e5-1e6,1e9-1e10,6000-6500,G.I. Generation
Czech Republic,2000,female,55-74 years,110-115,1e6-1e7,1e9-1e10,6000-6500,Silent
Czech Republic,2000,female,35-54 years,115-120,1e6-1e7,1e9-1e10,6000-6500,Boomers
Czech Republic,2000,female,25-34 years,25-30,1e5-1e6,1e9-1e10,6000-6500,Generation X
Czech Republic,2000,female,15-24 years,20-25,1e5-1e6,1e9-1e10,6000-6500,Generation X
Czech Republic,2000,male,5-14 years,5-10,1e5-1e6,1e9-1e10,6000-6500,Millenials
Czech Republic,2000,female,5-14 years,0-5,1e5-1e6,1e9-1e10,6000-6500,Millenials
Czech Republic,2001,male,75+ years,140-145,1e5-1e6,1e9-1e10,6500-7000,Silent
Czech Republic,2001,male,35-54 years,555-560,1e6-1e7,1e9-1e10,6500-7000,Boomers
Czech Republic,2001,male,55-74 years,280-285,1e5-1e6,1e9-1e10,6500-7000,Silent
Czech Republic,2001,male,25-34 years,170-175,1e5-1e6,1e9-1e10,6500-7000,Generation X
Czech Republic,2001,male,15-24 years,130-135,1e5-1e6,1e9-1e10,6500-7000,Millenials
Czech Republic,2001,female,75+ years,55-60,1e5-1e6,1e9-1e10,6500-7000,Silent
Czech Republic,2001,female,35-54 years,125-130,1e6-1e7,1e9-1e10,6500-7000,Boomers
Czech Republic,2001,female,55-74 years,90-95,1e6-1e7,1e9-1e10,6500-7000,Silent
Czech Republic,2001,female,25-34 years,25-30,1e5-1e6,1e9-1e10,6500-7000,Generation X
Czech Republic,2001,female,15-24 years,15-20,1e5-1e6,1e9-1e10,6500-7000,Millenials
Czech Republic,2001,male,5-14 years,0-5,1e5-1e6,1e9-1e10,6500-7000,Millenials
Czech Republic,2001,female,5-14 years,0-5,1e5-1e6,1e9-1e10,6500-7000,Millenials
Czech Republic,2002,male,75+ years,135-140,1e5-1e6,1e9-1e10,8000-8500,Silent
Czech Republic,2002,male,35-54 years,515-520,1e6-1e7,1e9-1e10,8000-8500,Boomers
Czech Republic,2002,male,55-74 years,280-285,1e5-1e6,1e9-1e10,8000-8500,Silent
Czech Republic,2002,male,25-34 years,175-180,1e5-1e6,1e9-1e10,8000-8500,Generation X
Czech Republic,2002,female,75+ years,65-70,1e5-1e6,1e9-1e10,8000-8500,Silent
Czech Republic,2002,male,15-24 years,90-95,1e5-1e6,1e9-1e10,8000-8500,Millenials
Czech Republic,2002,female,55-74 years,85-90,1e6-1e7,1e9-1e10,8000-8500,Silent
Czech Republic,2002,female,35-54 years,105-110,1e6-1e7,1e9-1e10,8000-8500,Boomers
Czech Republic,2002,female,25-34 years,25-30,1e5-1e6,1e9-1e10,8000-8500,Generation X
Czech Republic,2002,female,15-24 years,25-30,1e5-1e6,1e9-1e10,8000-8500,Millenials
Czech Republic,2002,male,5-14 years,0-5,1e5-1e6,1e9-1e10,8000-8500,Millenials
Czech Republic,2002,female,5-14 years,0-5,1e5-1e6,1e9-1e10,8000-8500,Millenials
Czech Republic,2003,male,75+ years,155-160,1e5-1e6,1e9-1e10,10000-10500,Silent
Czech Republic,2003,male,35-54 years,570-575,1e6-1e7,1e9-1e10,10000-10500,Boomers
Czech Republic,2003,male,55-74 years,305-310,1e5-1e6,1e9-1e10,10000-10500,Silent
Czech Republic,2003,male,25-34 years,205-210,1e5-1e6,1e9-1e10,10000-10500,Generation X
Czech Republic,2003,female,75+ years,70-75,1e5-1e6,1e9-1e10,10000-10500,Silent
Czech Republic,2003,male,15-24 years,115-120,1e5-1e6,1e9-1e10,10000-10500,Millenials
Czech Republic,2003,female,35-54 years,125-130,1e6-1e7,1e9-1e10,10000-10500,Boomers
Czech Republic,2003,female,55-74 years,95-100,1e6-1e7,1e9-1e10,10000-10500,Silent
Czech Republic,2003,female,25-34 years,25-30,1e5-1e6,1e9-1e10,10000-10500,Generation X
Czech Republic,2003,female,15-24 years,20-25,1e5-1e6,1e9-1e10,10000-10500,Millenials
Czech Republic,2003,male,5-14 years,5-10,1e5-1e6,1e9-1e10,10000-10500,Millenials
Czech Republic,2003,female,5-14 years,0-5,1e5-1e6,1e9-1e10,10000-10500,Millenials
Czech Republic,2004,male,75+ years,120-125,1e5-1e6,1e10-1e11,12000-12500,Silent
Czech Republic,2004,male,35-54 years,535-540,1e6-1e7,1e10-1e11,12000-12500,Boomers
Czech Republic,2004,male,55-74 years,315-320,1e5-1e6,1e10-1e11,12000-12500,Silent
Czech Republic,2004,male,25-34 years,190-195,1e5-1e6,1e10-1e11,12000-12500,Generation X
Czech Republic,2004,male,15-24 years,105-110,1e5-1e6,1e10-1e11,12000-12500,Millenials
Czech Republic,2004,female,75+ years,60-65,1e5-1e6,1e10-1e11,12000-12500,Silent
Czech Republic,2004,female,55-74 years,90-95,1e6-1e7,1e10-1e11,12000-12500,Silent
Czech Republic,2004,female,35-54 years,95-100,1e6-1e7,1e10-1e11,12000-12500,Boomers
Czech Republic,2004,female,25-34 years,20-25,1e5-1e6,1e10-1e11,12000-12500,Generation X
Czech Republic,2004,female,15-24 years,10-15,1e5-1e6,1e10-1e11,12000-12500,Millenials
Czech Republic,2004,male,5-14 years,0-5,1e5-1e6,1e10-1e11,12000-12500,Millenials
Czech Republic,2004,female,5-14 years,0-5,1e5-1e6,1e10-1e11,12000-12500,Millenials
Czech Republic,2005,male,75+ years,110-115,1e5-1e6,1e10-1e11,13500-14000,Silent
Czech Republic,2005,male,35-54 years,515-520,1e6-1e7,1e10-1e11,13500-14000,Boomers
Czech Republic,2005,male,55-74 years,345-350,1e5-1e6,1e10-1e11,13500-14000,Silent
Czech Republic,2005,male,25-34 years,205-210,1e5-1e6,1e10-1e11,13500-14000,Generation X
Czech Republic,2005,male,15-24 years,80-85,1e5-1e6,1e10-1e11,13500-14000,Millenials
Czech Republic,2005,female,75+ years,45-50,1e5-1e6,1e10-1e11,13500-14000,Silent
Czech Republic,2005,female,35-54 years,105-110,1e6-1e7,1e10-1e11,13500-14000,Boomers
Czech Republic,2005,female,55-74 years,80-85,1e6-1e7,1e10-1e11,13500-14000,Silent
Czech Republic,2005,female,25-34 years,30-35,1e5-1e6,1e10-1e11,13500-14000,Generation X
Czech Republic,2005,female,15-24 years,15-20,1e5-1e6,1e10-1e11,13500-14000,Millenials
Czech Republic,2005,male,5-14 years,0-5,1e5-1e6,1e10-1e11,13500-14000,Millenials
Czech Republic,2005,female,5-14 years,0-5,1e5-1e6,1e10-1e11,13500-14000,Millenials
Czech Republic,2006,male,75+ years,120-125,1e5-1e6,1e10-1e11,15500-16000,Silent
Czech Republic,2006,male,35-54 years,455-460,1e6-1e7,1e10-1e11,15500-16000,Boomers
Czech Republic,2006,male,55-74 years,295-300,1e6-1e7,1e10-1e11,15500-16000,Silent
Czech Republic,2006,male,25-34 years,150-155,1e5-1e6,1e10-1e11,15500-16000,Generation X
Czech Republic,2006,male,15-24 years,100-105,1e5-1e6,1e10-1e11,15500-16000,Millenials
Czech Republic,2006,female,75+ years,40-45,1e5-1e6,1e10-1e11,15500-16000,Silent
Czech Republic,2006,female,55-74 years,85-90,1e6-1e7,1e10-1e11,15500-16000,Silent
Czech Republic,2006,female,35-54 years,90-95,1e6-1e7,1e10-1e11,15500-16000,Boomers
Czech Republic,2006,female,25-34 years,15-20,1e5-1e6,1e10-1e11,15500-16000,Generation X
Czech Republic,2006,female,15-24 years,10-15,1e5-1e6,1e10-1e11,15500-16000,Millenials
Czech Republic,2006,male,5-14 years,0-5,1e5-1e6,1e10-1e11,15500-16000,Millenials
Czech Republic,2006,female,5-14 years,0-5,1e5-1e6,1e10-1e11,15500-16000,Millenials
Czech Republic,2007,male,75+ years,105-110,1e5-1e6,1e10-1e11,19000-19500,Silent
Czech Republic,2007,male,55-74 years,320-325,1e6-1e7,1e10-1e11,19000-19500,Silent
Czech Republic,2007,male,35-54 years,435-440,1e6-1e7,1e10-1e11,19000-19500,Boomers
Czech Republic,2007,male,25-34 years,175-180,1e5-1e6,1e10-1e11,19000-19500,Generation X
Czech Republic,2007,male,15-24 years,95-100,1e5-1e6,1e10-1e11,19000-19500,Millenials
Czech Republic,2007,female,75+ years,45-50,1e5-1e6,1e10-1e11,19000-19500,Silent
Czech Republic,2007,female,55-74 years,70-75,1e6-1e7,1e10-1e11,19000-19500,Silent
Czech Republic,2007,female,35-54 years,70-75,1e6-1e7,1e10-1e11,19000-19500,Boomers
Czech Republic,2007,female,25-34 years,20-25,1e5-1e6,1e10-1e11,19000-19500,Generation X
Czech Republic,2007,female,15-24 years,10-15,1e5-1e6,1e10-1e11,19000-19500,Millenials
Czech Republic,2007,male,5-14 years,0-5,1e5-1e6,1e10-1e11,19000-19500,Generation Z
Czech Republic,2007,female,5-14 years,0-5,1e5-1e6,1e10-1e11,19000-19500,Generation Z
Czech Republic,2008,male,75+ years,135-140,1e5-1e6,1e10-1e11,23500-24000,Silent
Czech Republic,2008,male,35-54 years,430-435,1e6-1e7,1e10-1e11,23500-24000,Boomers
Czech Republic,2008,male,55-74 years,290-295,1e6-1e7,1e10-1e11,23500-24000,Silent
Czech Republic,2008,male,25-34 years,160-165,1e5-1e6,1e10-1e11,23500-24000,Generation X
Czech Republic,2008,male,15-24 years,95-100,1e5-1e6,1e10-1e11,23500-24000,Millenials
Czech Republic,2008,female,75+ years,35-40,1e5-1e6,1e10-1e11,23500-24000,Silent
Czech Republic,2008,female,55-74 years,80-85,1e6-1e7,1e10-1e11,23500-24000,Silent
Czech Republic,2008,female,35-54 years,85-90,1e6-1e7,1e10-1e11,23500-24000,Boomers
Czech Republic,2008,female,25-34 years,30-35,1e5-1e6,1e10-1e11,23500-24000,Generation X
Czech Republic,2008,female,15-24 years,10-15,1e5-1e6,1e10-1e11,23500-24000,Millenials
Czech Republic,2008,male,5-14 years,0-5,1e5-1e6,1e10-1e11,23500-24000,Generation Z
Czech Republic,2008,female,5-14 years,0-5,1e5-1e6,1e10-1e11,23500-24000,Generation Z
Czech Republic,2009,male,75+ years,130-135,1e5-1e6,1e10-1e11,20500-21000,Silent
Czech Republic,2009,male,35-54 years,475-480,1e6-1e7,1e10-1e11,20500-21000,Boomers
Czech Republic,2009,male,55-74 years,335-340,1e6-1e7,1e10-1e11,20500-21000,Silent
Czech Republic,2009,male,25-34 years,195-200,1e5-1e6,1e10-1e11,20500-21000,Generation X
Czech Republic,2009,male,15-24 years,80-85,1e5-1e6,1e10-1e11,20500-21000,Millenials
Czech Republic,2009,female,75+ years,40-45,1e5-1e6,1e10-1e11,20500-21000,Silent
Czech Republic,2009,female,55-74 years,75-80,1e6-1e7,1e10-1e11,20500-21000,Silent
Czech Republic,2009,female,35-54 years,75-80,1e6-1e7,1e10-1e11,20500-21000,Boomers
Czech Republic,2009,female,15-24 years,15-20,1e5-1e6,1e10-1e11,20500-21000,Millenials
Czech Republic,2009,female,25-34 years,15-20,1e5-1e6,1e10-1e11,20500-21000,Generation X
Czech Republic,2009,male,5-14 years,0-5,1e5-1e6,1e10-1e11,20500-21000,Generation Z
Czech Republic,2009,female,5-14 years,0-5,1e5-1e6,1e10-1e11,20500-21000,Generation Z
Czech Republic,2010,male,75+ years,110-115,1e5-1e6,1e10-1e11,20500-21000,Silent
Czech Republic,2010,male,55-74 years,390-395,1e6-1e7,1e10-1e11,20500-21000,Silent
Czech Republic,2010,male,35-54 years,470-475,1e6-1e7,1e10-1e11,20500-21000,Generation X
Czech Republic,2010,male,25-34 years,165-170,1e5-1e6,1e10-1e11,20500-21000,Generation X
Czech Republic,2010,male,15-24 years,90-95,1e5-1e6,1e10-1e11,20500-21000,Millenials
Czech Republic,2010,female,75+ years,35-40,1e5-1e6,1e10-1e11,20500-21000,Silent
Czech Republic,2010,female,55-74 years,80-85,1e6-1e7,1e10-1e11,20500-21000,Silent
Czech Republic,2010,female,35-54 years,85-90,1e6-1e7,1e10-1e11,20500-21000,Generation X
Czech Republic,2010,female,25-34 years,25-30,1e5-1e6,1e10-1e11,20500-21000,Generation X
Czech Republic,2010,female,15-24 years,15-20,1e5-1e6,1e10-1e11,20500-21000,Millenials
Czech Republic,2010,male,5-14 years,0-5,1e5-1e6,1e10-1e11,20500-21000,Generation Z
Czech Republic,2010,female,5-14 years,0-5,1e5-1e6,1e10-1e11,20500-21000,Generation Z
Czech Republic,2011,male,75+ years,115-120,1e5-1e6,1e10-1e11,23000-23500,Silent
Czech Republic,2011,male,55-74 years,420-425,1e6-1e7,1e10-1e11,23000-23500,Boomers
Czech Republic,2011,male,35-54 years,495-500,1e6-1e7,1e10-1e11,23000-23500,Generation X
Czech Republic,2011,male,25-34 years,170-175,1e5-1e6,1e10-1e11,23000-23500,Millenials
Czech Republic,2011,male,15-24 years,115-120,1e5-1e6,1e10-1e11,23000-23500,Millenials
Czech Republic,2011,female,75+ years,40-45,1e5-1e6,1e10-1e11,23000-23500,Silent
Czech Republic,2011,female,35-54 years,85-90,1e6-1e7,1e10-1e11,23000-23500,Generation X
Czech Republic,2011,female,55-74 years,75-80,1e6-1e7,1e10-1e11,23000-23500,Boomers
Czech Republic,2011,female,25-34 years,25-30,1e5-1e6,1e10-1e11,23000-23500,Millenials
Czech Republic,2011,female,15-24 years,15-20,1e5-1e6,1e10-1e11,23000-23500,Millenials
Czech Republic,2011,male,5-14 years,0-5,1e5-1e6,1e10-1e11,23000-23500,Generation Z
Czech Republic,2011,female,5-14 years,0-5,1e5-1e6,1e10-1e11,23000-23500,Generation Z
Czech Republic,2012,male,75+ years,145-150,1e5-1e6,1e10-1e11,20500-21000,Silent
Czech Republic,2012,male,55-74 years,425-430,1e6-1e7,1e10-1e11,20500-21000,Boomers
Czech Republic,2012,male,35-54 years,535-540,1e6-1e7,1e10-1e11,20500-21000,Generation X
Czech Republic,2012,male,25-34 years,175-180,1e5-1e6,1e10-1e11,20500-21000,Millenials
